participant,trial,phase,age,gender,height,hip_height,knee_height,lowest_height_not_afforded,time,width,relative_height,scaled_height,action
1,29,return,19,f,14,32.0,17.75,24,2015-02-25 10:24:14.626589,12.0,-10,0.5833333333333334,around
1,30,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:24:46.545010,7.5,-4,0.8333333333333334,around
1,30,return,19,f,20,32.0,17.75,24,2015-02-25 10:24:46.545010,7.5,-4,0.8333333333333334,around
1,31,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:25:18.310053,7.5,-2,0.9166666666666666,around
1,31,return,19,f,22,32.0,17.75,24,2015-02-25 10:25:18.310053,7.5,-2,0.9166666666666666,around
1,32,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:25:47.806635,7.5,-2,0.9166666666666666,around
1,32,return,19,f,22,32.0,17.75,24,2015-02-25 10:25:47.806635,7.5,-2,0.9166666666666666,around
1,33,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:26:13.936309,10.5,-14,0.4166666666666667,over
1,33,return,19,f,10,32.0,17.75,24,2015-02-25 10:26:13.936309,10.5,-14,0.4166666666666667,around
1,34,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:26:44.432979,4.5,-14,0.4166666666666667,over
1,34,return,19,f,10,32.0,17.75,24,2015-02-25 10:26:44.432979,4.5,-14,0.4166666666666667,around
1,35,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:27:15.561629,6.0,-10,0.5833333333333334,over
1,35,return,19,f,14,32.0,17.75,24,2015-02-25 10:27:15.561629,6.0,-10,0.5833333333333334,around
1,36,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:27:44.471632,7.5,-10,0.5833333333333334,over
1,36,return,19,f,14,32.0,17.75,24,2015-02-25 10:27:44.471632,7.5,-10,0.5833333333333334,around
1,37,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:28:11.153582,9.0,-8,0.6666666666666666,over
1,37,return,19,f,16,32.0,17.75,24,2015-02-25 10:28:11.153582,9.0,-8,0.6666666666666666,around
1,38,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:28:38.655966,10.5,-10,0.5833333333333334,over
1,38,return,19,f,14,32.0,17.75,24,2015-02-25 10:28:38.655966,10.5,-10,0.5833333333333334,around
1,39,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:29:05.533653,6.0,-2,0.9166666666666666,around
1,39,return,19,f,22,32.0,17.75,24,2015-02-25 10:29:05.533653,6.0,-2,0.9166666666666666,around
1,40,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:29:34.915385,7.5,-6,0.75,over
1,40,return,19,f,18,32.0,17.75,24,2015-02-25 10:29:34.915385,7.5,-6,0.75,around
1,41,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:30:02.640483,6.0,-10,0.5833333333333334,over
1,41,return,19,f,14,32.0,17.75,24,2015-02-25 10:30:02.640483,6.0,-10,0.5833333333333334,around
1,42,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:30:30.890903,10.5,-6,0.75,over
1,42,return,19,f,18,32.0,17.75,24,2015-02-25 10:30:30.890903,10.5,-6,0.75,around
1,43,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:33:54.130348,9.0,-14,0.4166666666666667,over
1,43,return,19,f,10,32.0,17.75,24,2015-02-25 10:33:54.130348,9.0,-14,0.4166666666666667,around
1,44,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:34:23.087950,7.5,-6,0.75,around
1,44,return,19,f,18,32.0,17.75,24,2015-02-25 10:34:23.087950,7.5,-6,0.75,around
1,45,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:34:53.905047,12.0,-4,0.8333333333333334,around
1,45,return,19,f,20,32.0,17.75,24,2015-02-25 10:34:53.905047,12.0,-4,0.8333333333333334,around
1,46,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:35:32.431146,9.0,-10,0.5833333333333334,over
1,46,return,19,f,14,32.0,17.75,24,2015-02-25 10:35:32.431146,9.0,-10,0.5833333333333334,around
1,47,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:36:15.373406,10.5,-4,0.8333333333333334,around
1,47,return,19,f,20,32.0,17.75,24,2015-02-25 10:36:15.373406,10.5,-4,0.8333333333333334,around
1,48,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:36:44.435202,12.0,-6,0.75,over
1,48,return,19,f,18,32.0,17.75,24,2015-02-25 10:36:44.435202,12.0,-6,0.75,around
1,49,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:37:16.282461,10.5,-2,0.9166666666666666,around
1,49,return,19,f,22,32.0,17.75,24,2015-02-25 10:37:16.282461,10.5,-2,0.9166666666666666,around
1,50,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:37:48.320169,12.0,-10,0.5833333333333334,over
1,50,return,19,f,14,32.0,17.75,24,2015-02-25 10:37:48.320169,12.0,-10,0.5833333333333334,around
1,51,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:38:30.053985,6.0,-6,0.75,over
1,51,return,19,f,18,32.0,17.75,24,2015-02-25 10:38:30.053985,6.0,-6,0.75,around
1,52,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:39:02.556079,6.0,-8,0.6666666666666666,over
1,52,return,19,f,16,32.0,17.75,24,2015-02-25 10:39:02.556079,6.0,-8,0.6666666666666666,around
1,53,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:39:29.145368,6.0,-6,0.75,over
1,53,return,19,f,18,32.0,17.75,24,2015-02-25 10:39:29.145368,6.0,-6,0.75,around
1,54,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:39:54.615688,7.5,-8,0.6666666666666666,over
1,54,return,19,f,16,32.0,17.75,24,2015-02-25 10:39:54.615688,7.5,-8,0.6666666666666666,around
1,55,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:40:23.401509,7.5,-4,0.8333333333333334,around
1,55,return,19,f,20,32.0,17.75,24,2015-02-25 10:40:23.401509,7.5,-4,0.8333333333333334,around
1,56,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:40:52.227670,12.0,-4,0.8333333333333334,over
1,56,return,19,f,20,32.0,17.75,24,2015-02-25 10:40:52.227670,12.0,-4,0.8333333333333334,around
1,57,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:41:23.512753,6.0,-4,0.8333333333333334,around
1,57,return,19,f,20,32.0,17.75,24,2015-02-25 10:41:23.512753,6.0,-4,0.8333333333333334,around
1,58,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:41:53.574511,7.5,-14,0.4166666666666667,over
1,58,return,19,f,10,32.0,17.75,24,2015-02-25 10:41:53.574511,7.5,-14,0.4166666666666667,around
1,59,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:42:21.134491,7.5,-10,0.5833333333333334,over
1,59,return,19,f,14,32.0,17.75,24,2015-02-25 10:42:21.134491,7.5,-10,0.5833333333333334,around
1,60,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:42:45.854730,12.0,-8,0.6666666666666666,over
1,60,return,19,f,16,32.0,17.75,24,2015-02-25 10:42:45.854730,12.0,-8,0.6666666666666666,around
1,61,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:43:14.604769,12.0,-2,0.9166666666666666,around
1,61,return,19,f,22,32.0,17.75,24,2015-02-25 10:43:14.604769,12.0,-2,0.9166666666666666,around
1,62,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:43:45.127474,12.0,-14,0.4166666666666667,over
1,62,return,19,f,10,32.0,17.75,24,2015-02-25 10:43:45.127474,12.0,-14,0.4166666666666667,around
1,63,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:44:11.363323,12.0,-6,0.75,over
1,63,return,19,f,18,32.0,17.75,24,2015-02-25 10:44:11.363323,12.0,-6,0.75,around
1,64,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:44:41.212757,6.0,-8,0.6666666666666666,over
1,64,return,19,f,16,32.0,17.75,24,2015-02-25 10:44:41.212757,6.0,-8,0.6666666666666666,around
1,65,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:45:11.170180,12.0,-8,0.6666666666666666,over
1,65,return,19,f,16,32.0,17.75,24,2015-02-25 10:45:11.170180,12.0,-8,0.6666666666666666,around
1,66,outbound,19,f,14,32.0,17.75,24,2015-02-25 10:45:42.069213,10.5,-10,0.5833333333333334,over
1,66,return,19,f,14,32.0,17.75,24,2015-02-25 10:45:42.069213,10.5,-10,0.5833333333333334,around
1,67,outbound,19,f,16,32.0,17.75,24,2015-02-25 10:46:12.084777,7.5,-8,0.6666666666666666,over
1,67,return,19,f,16,32.0,17.75,24,2015-02-25 10:46:12.084777,7.5,-8,0.6666666666666666,around
1,68,outbound,19,f,26,32.0,17.75,24,2015-02-25 10:46:42.285911,7.5,2,1.0833333333333333,around
1,68,return,19,f,26,32.0,17.75,24,2015-02-25 10:46:42.285911,7.5,2,1.0833333333333333,around
1,69,outbound,19,f,20,32.0,17.75,24,2015-02-25 10:47:08.869651,9.0,-4,0.8333333333333334,around
1,69,return,19,f,20,32.0,17.75,24,2015-02-25 10:47:08.869651,9.0,-4,0.8333333333333334,around
1,70,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:47:38.096646,6.0,-14,0.4166666666666667,over
1,70,return,19,f,10,32.0,17.75,24,2015-02-25 10:47:38.096646,6.0,-14,0.4166666666666667,around
1,71,outbound,19,f,10,32.0,17.75,24,2015-02-25 10:48:05.471375,6.0,-14,0.4166666666666667,over
1,71,return,19,f,10,32.0,17.75,24,2015-02-25 10:48:05.471375,6.0,-14,0.4166666666666667,around
1,72,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:48:31.577569,9.0,-6,0.75,over
1,72,return,19,f,18,32.0,17.75,24,2015-02-25 10:48:31.577569,9.0,-6,0.75,around
1,73,outbound,19,f,18,32.0,17.75,24,2015-02-25 10:49:02.995344,9.0,-6,0.75,over
1,73,return,19,f,18,32.0,17.75,24,2015-02-25 10:49:02.995344,9.0,-6,0.75,around
1,74,outbound,19,f,26,32.0,17.75,24,2015-02-25 10:49:29.080498,6.0,2,1.0833333333333333,around
1,74,return,19,f,26,32.0,17.75,24,2015-02-25 10:49:29.080498,6.0,2,1.0833333333333333,around
1,75,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:49:58.587506,12.0,-2,0.9166666666666666,around
1,75,return,19,f,22,32.0,17.75,24,2015-02-25 10:49:58.587506,12.0,-2,0.9166666666666666,around
1,76,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:50:33.574681,4.5,-2,0.9166666666666666,around
1,76,return,19,f,22,32.0,17.75,24,2015-02-25 10:50:33.574681,4.5,-2,0.9166666666666666,around
1,77,outbound,19,f,22,32.0,17.75,24,2015-02-25 10:51:04.207423,4.5,-2,0.9166666666666666,around
1,77,return,19,f,22,32.0,17.75,24,2015-02-25 10:51:04.207423,4.5,-2,0.9166666666666666,around
2,1,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:01:41.918957,10.5,-6,0.7857142857142857,over
2,1,return,19,m,22,39.0,20.0,28,2015-02-25 11:01:41.918957,10.5,-6,0.7857142857142857,around
2,2,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:03:36.161296,9.0,-6,0.7857142857142857,over
2,2,return,19,m,22,39.0,20.0,28,2015-02-25 11:03:36.161296,9.0,-6,0.7857142857142857,around
2,3,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:04:06.028771,12.0,-4,0.8571428571428571,over
2,3,return,19,m,24,39.0,20.0,28,2015-02-25 11:04:06.028771,12.0,-4,0.8571428571428571,around
2,4,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:04:36.238954,9.0,-6,0.7857142857142857,over
2,4,return,19,m,22,39.0,20.0,28,2015-02-25 11:04:36.238954,9.0,-6,0.7857142857142857,around
2,5,outbound,19,m,26,39.0,20.0,28,2015-02-25 11:05:06.024067,6.0,-2,0.9285714285714286,around
2,5,return,19,m,26,39.0,20.0,28,2015-02-25 11:05:06.024067,6.0,-2,0.9285714285714286,around
2,6,outbound,19,m,26,39.0,20.0,28,2015-02-25 11:05:35.427380,12.0,-2,0.9285714285714286,around
2,6,return,19,m,26,39.0,20.0,28,2015-02-25 11:05:35.427380,12.0,-2,0.9285714285714286,around
2,7,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:06:07.059582,6.0,-8,0.7142857142857143,over
2,7,return,19,m,20,39.0,20.0,28,2015-02-25 11:06:07.059582,6.0,-8,0.7142857142857143,around
2,8,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:06:34.242046,4.5,-6,0.7857142857142857,over
2,8,return,19,m,22,39.0,20.0,28,2015-02-25 11:06:34.242046,4.5,-6,0.7857142857142857,around
2,9,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:07:02.848535,6.0,-10,0.6428571428571429,over
2,9,return,19,m,18,39.0,20.0,28,2015-02-25 11:07:02.848535,6.0,-10,0.6428571428571429,around
2,10,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:07:29.956371,9.0,-4,0.8571428571428571,around
2,10,return,19,m,24,39.0,20.0,28,2015-02-25 11:07:29.956371,9.0,-4,0.8571428571428571,around
2,11,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:08:03.880710,10.5,-4,0.8571428571428571,over
2,11,return,19,m,24,39.0,20.0,28,2015-02-25 11:08:03.880710,10.5,-4,0.8571428571428571,around
2,12,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:08:31.657551,12.0,-8,0.7142857142857143,over
2,12,return,19,m,20,39.0,20.0,28,2015-02-25 11:08:31.657551,12.0,-8,0.7142857142857143,around
2,13,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:09:01.488084,9.0,-8,0.7142857142857143,over
2,13,return,19,m,20,39.0,20.0,28,2015-02-25 11:09:01.488084,9.0,-8,0.7142857142857143,around
2,14,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:09:29.229657,12.0,-10,0.6428571428571429,over
2,14,return,19,m,18,39.0,20.0,28,2015-02-25 11:09:29.229657,12.0,-10,0.6428571428571429,around
2,15,outbound,19,m,30,39.0,20.0,28,2015-02-25 11:10:03.175666,7.5,2,1.0714285714285714,around
2,15,return,19,m,30,39.0,20.0,28,2015-02-25 11:10:03.175666,7.5,2,1.0714285714285714,around
2,16,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:10:37.527758,6.0,-4,0.8571428571428571,around
2,16,return,19,m,24,39.0,20.0,28,2015-02-25 11:10:37.527758,6.0,-4,0.8571428571428571,around
2,17,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:11:09.411545,9.0,-8,0.7142857142857143,over
2,17,return,19,m,20,39.0,20.0,28,2015-02-25 11:11:09.411545,9.0,-8,0.7142857142857143,around
2,18,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:11:38.168326,4.5,-10,0.6428571428571429,over
2,18,return,19,m,18,39.0,20.0,28,2015-02-25 11:11:38.168326,4.5,-10,0.6428571428571429,around
2,19,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:12:07.619151,7.5,-10,0.6428571428571429,over
2,19,return,19,m,18,39.0,20.0,28,2015-02-25 11:12:07.619151,7.5,-10,0.6428571428571429,around
2,20,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:12:42.764509,7.5,-8,0.7142857142857143,over
2,20,return,19,m,20,39.0,20.0,28,2015-02-25 11:12:42.764509,7.5,-8,0.7142857142857143,around
2,21,outbound,19,m,26,39.0,20.0,28,2015-02-25 11:13:07.494536,7.5,-2,0.9285714285714286,around
2,21,return,19,m,26,39.0,20.0,28,2015-02-25 11:13:07.494536,7.5,-2,0.9285714285714286,around
2,22,outbound,19,m,14,39.0,20.0,28,2015-02-25 11:13:33.641036,12.0,-14,0.5,over
2,22,return,19,m,14,39.0,20.0,28,2015-02-25 11:13:33.641036,12.0,-14,0.5,around
2,23,outbound,19,m,30,39.0,20.0,28,2015-02-25 11:14:04.614870,12.0,2,1.0714285714285714,around
2,23,return,19,m,30,39.0,20.0,28,2015-02-25 11:14:04.614870,12.0,2,1.0714285714285714,around
2,24,outbound,19,m,14,39.0,20.0,28,2015-02-25 11:14:33.640862,10.5,-14,0.5,over
2,24,return,19,m,14,39.0,20.0,28,2015-02-25 11:14:33.640862,10.5,-14,0.5,around
2,25,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:15:02.391787,7.5,-4,0.8571428571428571,over
2,25,return,19,m,24,39.0,20.0,28,2015-02-25 11:15:02.391787,7.5,-4,0.8571428571428571,around
2,26,outbound,19,m,14,39.0,20.0,28,2015-02-25 11:15:31.823406,4.5,-14,0.5,over
2,26,return,19,m,14,39.0,20.0,28,2015-02-25 11:15:31.823406,4.5,-14,0.5,around
2,27,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:15:58.474775,10.5,-6,0.7857142857142857,over
2,27,return,19,m,22,39.0,20.0,28,2015-02-25 11:15:58.474775,10.5,-6,0.7857142857142857,around
2,28,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:16:36.559176,10.5,-4,0.8571428571428571,over
2,28,return,19,m,24,39.0,20.0,28,2015-02-25 11:16:36.559176,10.5,-4,0.8571428571428571,around
2,29,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:17:05.379863,4.5,-10,0.6428571428571429,over
2,29,return,19,m,18,39.0,20.0,28,2015-02-25 11:17:05.379863,4.5,-10,0.6428571428571429,around
2,30,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:17:33.981496,12.0,-10,0.6428571428571429,over
2,30,return,19,m,18,39.0,20.0,28,2015-02-25 11:17:33.981496,12.0,-10,0.6428571428571429,around
2,31,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:18:04.788297,7.5,-8,0.7142857142857143,over
2,31,return,19,m,20,39.0,20.0,28,2015-02-25 11:18:04.788297,7.5,-8,0.7142857142857143,around
2,32,outbound,19,m,14,39.0,20.0,28,2015-02-25 11:18:32.069405,10.5,-14,0.5,over
2,32,return,19,m,14,39.0,20.0,28,2015-02-25 11:18:32.069405,10.5,-14,0.5,around
2,33,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:19:01.879013,6.0,-6,0.7857142857142857,over
2,33,return,19,m,22,39.0,20.0,28,2015-02-25 11:19:01.879013,6.0,-6,0.7857142857142857,around
2,34,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:19:33.527651,4.5,-4,0.8571428571428571,over
2,34,return,19,m,24,39.0,20.0,28,2015-02-25 11:19:33.527651,4.5,-4,0.8571428571428571,around
2,35,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:20:03.464004,10.5,-8,0.7142857142857143,over
2,35,return,19,m,20,39.0,20.0,28,2015-02-25 11:20:03.464004,10.5,-8,0.7142857142857143,around
2,36,outbound,19,m,24,39.0,20.0,28,2015-02-25 11:20:30.559679,12.0,-4,0.8571428571428571,over
2,36,return,19,m,24,39.0,20.0,28,2015-02-25 11:20:30.559679,12.0,-4,0.8571428571428571,around
2,37,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:20:58.854962,12.0,-8,0.7142857142857143,over
2,37,return,19,m,20,39.0,20.0,28,2015-02-25 11:20:58.854962,12.0,-8,0.7142857142857143,around
2,38,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:21:25.693644,10.5,-8,0.7142857142857143,over
2,38,return,19,m,20,39.0,20.0,28,2015-02-25 11:21:25.693644,10.5,-8,0.7142857142857143,around
2,39,outbound,19,m,20,39.0,20.0,28,2015-02-25 11:21:53.763039,6.0,-8,0.7142857142857143,over
2,39,return,19,m,20,39.0,20.0,28,2015-02-25 11:21:53.763039,6.0,-8,0.7142857142857143,around
2,40,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:22:21.144405,12.0,-6,0.7857142857142857,over
2,40,return,19,m,22,39.0,20.0,28,2015-02-25 11:22:21.144405,12.0,-6,0.7857142857142857,around
2,41,outbound,19,m,30,39.0,20.0,28,2015-02-25 11:26:06.816976,6.0,2,1.0714285714285714,around
2,41,return,19,m,30,39.0,20.0,28,2015-02-25 11:26:06.816976,6.0,2,1.0714285714285714,around
2,42,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:26:38.837716,9.0,-10,0.6428571428571429,over
2,42,return,19,m,18,39.0,20.0,28,2015-02-25 11:26:38.837716,9.0,-10,0.6428571428571429,around
2,43,outbound,19,m,26,39.0,20.0,28,2015-02-25 11:27:05.115105,10.5,-2,0.9285714285714286,around
2,43,return,19,m,26,39.0,20.0,28,2015-02-25 11:27:05.115105,10.5,-2,0.9285714285714286,around
2,44,outbound,19,m,18,39.0,20.0,28,2015-02-25 11:27:38.071596,9.0,-10,0.6428571428571429,over
2,44,return,19,m,18,39.0,20.0,28,2015-02-25 11:27:38.071596,9.0,-10,0.6428571428571429,around
2,45,outbound,19,m,22,39.0,20.0,28,2015-02-25 11:28:07.249163,7.5,-6,0.7857142857142857,over
2,45,return,19,m,22,39.0,20.0,28,2015-02-25 11:28:07.249163,7.5,-6,0.7857142857142857,around
2,46,outbound,19,m,14,39.0,20.0,28,2015-02-25 11:28:35.944961,12.0,-14,0.5,over
2,46,return,19,m,14,39.0,20.0,28,2015-02-25 11:28:35.944961,12.0,-14,0.5,around
2,47,outbound,19,m,14,39.0,20.0,28,2015-02-25 11:29:05.524944,9.0,-14,0.5,over
